,Geographic Cluster Name,Category Name,Meeting Type,Total Programs,Total Capacity,Average Max Age,Average Latitude,Average Scholarship,Average Transportation,Average Free Food,Average Capacity,name,population,income,latinos,blacks,white,asian,Percent of rowded Housing,Percent of Households With Income Below Poverty Level,Unemployment Rate for Population over 16,Percent Aged 25 and Over with no High School Diploma,Percent of Population Under Age 18 and Over Age 64,Per Capita Income,Hardship Index Score,Capacity Per Capita
10,ARCHER HEIGHTS,Academic Support,face_to_face,8,100.0,7.0,41.8034992225,0.0,0.0,0.0,12.5,ARCHER HEIGHTS,13393.0,42571.0,0.76,0.01,0.215,0.01,11.0,10.2,8.5,29.3,40.3,21399.0,62.9,0.007466587023071754
11,ARCHER HEIGHTS,Academic Support,online,1,10.0,6.0,41.80348587,0.0,0.0,0.0,10.0,ARCHER HEIGHTS,13393.0,42571.0,0.76,0.01,0.215,0.01,11.0,10.2,8.5,29.3,40.3,21399.0,62.9,0.0007466587023071754
12,ARCHER HEIGHTS,Building & Fixing Things,face_to_face,3,1813.0,99.0,41.80089442333334,0.0,0.0,0.0,604.3333333333334,ARCHER HEIGHTS,13393.0,42571.0,0.76,0.01,0.215,0.01,11.0,10.2,8.5,29.3,40.3,21399.0,62.9,0.1353692227282909
13,ARCHER HEIGHTS,Computers.,face_to_face,1,18.0,99.0,41.87630081,0.0,0.0,0.0,18.0,ARCHER HEIGHTS,13393.0,42571.0,0.76,0.01,0.215,0.01,11.0,10.2,8.5,29.3,40.3,21399.0,62.9,0.0013439856641529156
14,ARCHER HEIGHTS,Food.,face_to_face,1,15.0,14.0,41.80348587,0.0,0.0,0.0,15.0,ARCHER HEIGHTS,13393.0,42571.0,0.76,0.01,0.215,0.01,11.0,10.2,8.5,29.3,40.3,21399.0,62.9,0.001119988053460763
15,ARCHER HEIGHTS,Helping Your Community.,face_to_face,1,9.0,16.0,41.80350113,0.0,0.0,0.0,9.0,ARCHER HEIGHTS,13393.0,42571.0,0.76,0.01,0.215,0.01,11.0,10.2,8.5,29.3,40.3,21399.0,62.9,0.0006719928320764578
16,ARCHER HEIGHTS,Music & Art.,face_to_face,64,2986.0,27.640625,41.801994445625,0.0,0.0,0.0,46.65625,ARCHER HEIGHTS,13393.0,42571.0,0.76,0.01,0.215,0.01,11.0,10.2,8.5,29.3,40.3,21399.0,62.9,0.22295228850892257
17,ARCHER HEIGHTS,Music & Art.,online,1,9.0,13.0,41.80348587,0.0,0.0,0.0,9.0,ARCHER HEIGHTS,13393.0,42571.0,0.76,0.01,0.215,0.01,11.0,10.2,8.5,29.3,40.3,21399.0,62.9,0.0006719928320764578
18,ARCHER HEIGHTS,Nature.,face_to_face,3,0.0,99.0,41.80350113,0.0,0.0,0.0,0.0,ARCHER HEIGHTS,13393.0,42571.0,0.76,0.01,0.215,0.01,11.0,10.2,8.5,29.3,40.3,21399.0,62.9,0.0
19,ARCHER HEIGHTS,Performance.,face_to_face,1,100.0,0.0,41.80350113,0.0,0.0,0.0,100.0,ARCHER HEIGHTS,13393.0,42571.0,0.76,0.01,0.215,0.01,11.0,10.2,8.5,29.3,40.3,21399.0,62.9,0.007466587023071754
20,ARCHER HEIGHTS,Reading & Writing.,face_to_face,42,2178.0,54.42857142857143,41.80212402619048,0.0,0.0,0.0,51.857142857142854,ARCHER HEIGHTS,13393.0,42571.0,0.76,0.01,0.215,0.01,11.0,10.2,8.5,29.3,40.3,21399.0,62.9,0.1626222653625028
21,ARCHER HEIGHTS,Reading & Writing.,online,2,28.0,52.5,41.80348587,0.0,0.0,0.0,14.0,ARCHER HEIGHTS,13393.0,42571.0,0.76,0.01,0.215,0.01,11.0,10.2,8.5,29.3,40.3,21399.0,62.9,0.002090644366460091
22,ARCHER HEIGHTS,Sports + Wellness.,face_to_face,147,3646.0,27.170068027210885,41.803465629727896,0.0,0.0,0.0,24.802721088435373,ARCHER HEIGHTS,13393.0,42571.0,0.76,0.01,0.215,0.01,11.0,10.2,8.5,29.3,40.3,21399.0,62.9,0.27223176286119616
23,ARCHER HEIGHTS,Sports + Wellness.,online,1,10.0,16.0,41.80348587,0.0,0.0,0.0,10.0,ARCHER HEIGHTS,13393.0,42571.0,0.76,0.01,0.215,0.01,11.0,10.2,8.5,29.3,40.3,21399.0,62.9,0.0007466587023071754
24,ARCHER HEIGHTS,Work + Career ,face_to_face,1,15.0,16.0,41.8022995,0.0,0.0,0.0,15.0,ARCHER HEIGHTS,13393.0,42571.0,0.76,0.01,0.215,0.01,11.0,10.2,8.5,29.3,40.3,21399.0,62.9,0.001119988053460763
25,ARMOUR SQUARE,Academic Support,face_to_face,26,13895.0,20.26923076923077,41.84109496923077,0.0,0.0,0.0,534.4230769230769,ARMOUR SQUARE,13391.0,27619.0,0.035,0.106,0.123,0.726,5.7,28.3,7.1,33.6,42.7,24823.0,62.9,1.0376372190277052
26,ARMOUR SQUARE,Building & Fixing Things,face_to_face,1,0.0,99.0,41.8540802,0.0,0.0,0.0,0.0,ARMOUR SQUARE,13391.0,27619.0,0.035,0.106,0.123,0.726,5.7,28.3,7.1,33.6,42.7,24823.0,62.9,0.0
27,ARMOUR SQUARE,Food.,face_to_face,3,18.0,13.333333333333334,41.83420689666667,0.0,0.0,0.0,6.0,ARMOUR SQUARE,13391.0,27619.0,0.035,0.106,0.123,0.726,5.7,28.3,7.1,33.6,42.7,24823.0,62.9,0.0013441863938466133
28,ARMOUR SQUARE,Healthcare,face_to_face,1,18.0,99.0,41.85409927,0.0,0.0,0.0,18.0,ARMOUR SQUARE,13391.0,27619.0,0.035,0.106,0.123,0.726,5.7,28.3,7.1,33.6,42.7,24823.0,62.9,0.0013441863938466133
29,ARMOUR SQUARE,Math,face_to_face,2,74.0,16.0,41.85449982,0.0,0.0,0.0,37.0,ARMOUR SQUARE,13391.0,27619.0,0.035,0.106,0.123,0.726,5.7,28.3,7.1,33.6,42.7,24823.0,62.9,0.005526099619147189
30,ARMOUR SQUARE,Music & Art.,face_to_face,136,36938.0,43.43382352941177,41.842119719852946,0.0,0.0,0.0,271.6029411764706,ARMOUR SQUARE,13391.0,27619.0,0.035,0.106,0.123,0.726,5.7,28.3,7.1,33.6,42.7,24823.0,62.9,2.7584198342170114
31,ARMOUR SQUARE,Nature.,face_to_face,20,38.0,81.05,41.831262587000005,0.0,0.0,0.0,1.9,ARMOUR SQUARE,13391.0,27619.0,0.035,0.106,0.123,0.726,5.7,28.3,7.1,33.6,42.7,24823.0,62.9,0.0028377268314539617
32,ARMOUR SQUARE,Reading & Writing.,face_to_face,33,446.0,51.39393939393939,41.841475168181816,0.0,3.0303030303030303,0.0,13.515151515151516,ARMOUR SQUARE,13391.0,27619.0,0.035,0.106,0.123,0.726,5.7,28.3,7.1,33.6,42.7,24823.0,62.9,0.03330595175864386
33,ARMOUR SQUARE,Science ,face_to_face,9,1646.0,31.444444444444443,41.851930404444445,0.0,11.11111111111111,0.0,182.88888888888889,ARMOUR SQUARE,13391.0,27619.0,0.035,0.106,0.123,0.726,5.7,28.3,7.1,33.6,42.7,24823.0,62.9,0.12291837801508476
34,ARMOUR SQUARE,Social Studies ,face_to_face,1,18.0,99.0,41.85409927,0.0,0.0,0.0,18.0,ARMOUR SQUARE,13391.0,27619.0,0.035,0.106,0.123,0.726,5.7,28.3,7.1,33.6,42.7,24823.0,62.9,0.0013441863938466133
35,ARMOUR SQUARE,Sports + Wellness.,face_to_face,209,2319.0,27.574162679425836,41.83431110492823,0.0,0.0,0.0,11.095693779904305,ARMOUR SQUARE,13391.0,27619.0,0.035,0.106,0.123,0.726,5.7,28.3,7.1,33.6,42.7,24823.0,62.9,0.17317601374057204
36,ARMOUR SQUARE,Sports + Wellness.,online,7,110.0,86.71428571428571,41.83644049428572,0.0,0.0,0.0,15.714285714285714,ARMOUR SQUARE,13391.0,27619.0,0.035,0.106,0.123,0.726,5.7,28.3,7.1,33.6,42.7,24823.0,62.9,0.008214472406840416
37,ARMOUR SQUARE,Work + Career ,face_to_face,3,17.0,21.0,41.845766706666666,0.0,0.0,0.0,5.666666666666667,ARMOUR SQUARE,13391.0,27619.0,0.035,0.106,0.123,0.726,5.7,28.3,7.1,33.6,42.7,24823.0,62.9,0.001269509371966246
38,ASHBURN,Academic Support,face_to_face,37,575.0,9.297297297297296,41.74514038486487,2.7027027027027026,0.0,0.0,15.54054054054054,ASHBURN,41081.0,62238.0,0.368,0.462,0.152,0.007,4.0,13.0,10.5,17.8,38.0,25905.0,47.4,0.013996738151456878
39,ASHBURN,Building & Fixing Things,face_to_face,6,333.0,85.5,41.747265495,0.0,0.0,0.0,55.5,ASHBURN,41081.0,62238.0,0.368,0.462,0.152,0.007,4.0,13.0,10.5,17.8,38.0,25905.0,47.4,0.008105937051191548
40,ASHBURN,Computers.,face_to_face,4,135.0,79.5,41.7403812425,0.0,0.0,0.0,33.75,ASHBURN,41081.0,62238.0,0.368,0.462,0.152,0.007,4.0,13.0,10.5,17.8,38.0,25905.0,47.4,0.003286190696429006
41,ASHBURN,Computers.,online,1,18.0,99.0,,0.0,0.0,0.0,18.0,ASHBURN,41081.0,62238.0,0.368,0.462,0.152,0.007,4.0,13.0,10.5,17.8,38.0,25905.0,47.4,0.0004381587595238675
42,ASHBURN,Food.,face_to_face,3,42.0,12.0,41.741998036666665,0.0,0.0,0.0,14.0,ASHBURN,41081.0,62238.0,0.368,0.462,0.152,0.007,4.0,13.0,10.5,17.8,38.0,25905.0,47.4,0.0010223704388890242
43,ASHBURN,Healthcare,face_to_face,1,18.0,99.0,41.85409927,0.0,0.0,0.0,18.0,ASHBURN,41081.0,62238.0,0.368,0.462,0.152,0.007,4.0,13.0,10.5,17.8,38.0,25905.0,47.4,0.0004381587595238675
44,ASHBURN,Healthcare,online,1,18.0,99.0,,0.0,0.0,0.0,18.0,ASHBURN,41081.0,62238.0,0.368,0.462,0.152,0.007,4.0,13.0,10.5,17.8,38.0,25905.0,47.4,0.0004381587595238675
45,ASHBURN,Helping Your Community.,face_to_face,3,20.0,34.0,41.79390971,0.0,0.0,0.0,6.666666666666667,ASHBURN,41081.0,62238.0,0.368,0.462,0.152,0.007,4.0,13.0,10.5,17.8,38.0,25905.0,47.4,0.0004868430661376305
46,ASHBURN,Managing Money.,face_to_face,3,36.0,73.0,41.764509839999995,0.0,0.0,0.0,12.0,ASHBURN,41081.0,62238.0,0.368,0.462,0.152,0.007,4.0,13.0,10.5,17.8,38.0,25905.0,47.4,0.000876317519047735
47,ASHBURN,Music & Art.,face_to_face,263,220649.0,58.09505703422053,41.74400545688213,0.0,0.0,0.0,838.9695817490494,ASHBURN,41081.0,62238.0,0.368,0.462,0.152,0.007,4.0,13.0,10.5,17.8,38.0,25905.0,47.4,5.371071785010102
48,ASHBURN,Music & Art.,online,4,48.0,30.75,41.74010340333333,0.0,0.0,0.0,12.0,ASHBURN,41081.0,62238.0,0.368,0.462,0.152,0.007,4.0,13.0,10.5,17.8,38.0,25905.0,47.4,0.0011684233587303133
49,ASHBURN,Nature.,face_to_face,19,69.0,92.52631578947368,41.75957328263158,0.0,0.0,0.0,3.6315789473684212,ASHBURN,41081.0,62238.0,0.368,0.462,0.152,0.007,4.0,13.0,10.5,17.8,38.0,25905.0,47.4,0.0016796085781748253
50,ASHBURN,Reading & Writing.,face_to_face,57,3395.0,62.19298245614035,41.75061637315789,0.0,0.0,0.0,59.56140350877193,ASHBURN,41081.0,62238.0,0.368,0.462,0.152,0.007,4.0,13.0,10.5,17.8,38.0,25905.0,47.4,0.08264161047686279
51,ASHBURN,Reading & Writing.,online,3,49.0,36.333333333333336,41.74199295,0.0,0.0,0.0,16.333333333333332,ASHBURN,41081.0,62238.0,0.368,0.462,0.152,0.007,4.0,13.0,10.5,17.8,38.0,25905.0,47.4,0.001192765512037195
52,ASHBURN,Science ,face_to_face,3,119.0,41.333333333333336,41.74333318,0.0,33.333333333333336,0.0,39.666666666666664,ASHBURN,41081.0,62238.0,0.368,0.462,0.152,0.007,4.0,13.0,10.5,17.8,38.0,25905.0,47.4,0.002896716243518902
53,ASHBURN,Science ,online,1,18139.0,99.0,,0.0,0.0,0.0,18139.0,ASHBURN,41081.0,62238.0,0.368,0.462,0.152,0.007,4.0,13.0,10.5,17.8,38.0,25905.0,47.4,0.441542318833524
54,ASHBURN,Sports + Wellness.,face_to_face,658,10813.0,27.577507598784194,41.742927904164134,0.0,0.0,0.0,16.433130699088146,ASHBURN,41081.0,62238.0,0.368,0.462,0.152,0.007,4.0,13.0,10.5,17.8,38.0,25905.0,47.4,0.26321170370730995
55,ASHBURN,Sports + Wellness.,online,21,331.0,51.95238095238095,41.74105399142857,0.0,0.0,0.0,15.761904761904763,ASHBURN,41081.0,62238.0,0.368,0.462,0.152,0.007,4.0,13.0,10.5,17.8,38.0,25905.0,47.4,0.008057252744577786
56,ASHBURN,Work + Career ,face_to_face,1,10.0,19.0,41.75040054,0.0,100.0,0.0,10.0,ASHBURN,41081.0,62238.0,0.368,0.462,0.152,0.007,4.0,13.0,10.5,17.8,38.0,25905.0,47.4,0.00024342153306881526
57,AUBURN GRESHAM,Academic Support,face_to_face,13,252.0,14.307692307692308,41.746978466923075,0.0,0.0,0.0,19.384615384615383,AUBURN GRESHAM,48743.0,34767.0,0.009,0.978,0.003,0.001,1.6,24.2,16.5,15.0,42.3,20665.0,53.2,0.00516997312434606
58,AUBURN GRESHAM,Building & Fixing Things,face_to_face,70,2533.0,39.857142857142854,41.74090973914286,0.0,0.0,0.0,36.18571428571428,AUBURN GRESHAM,48743.0,34767.0,0.009,0.978,0.003,0.001,1.6,24.2,16.5,15.0,42.3,20665.0,53.2,0.05196643620622449
59,AUBURN GRESHAM,Computers.,face_to_face,14,2192.0,15.428571428571429,41.73961312428571,0.0,0.0,0.0,156.57142857142858,AUBURN GRESHAM,48743.0,34767.0,0.009,0.978,0.003,0.001,1.6,24.2,16.5,15.0,42.3,20665.0,53.2,0.04497055987526414
60,AUBURN GRESHAM,Computers.,online,1,18.0,99.0,,0.0,0.0,0.0,18.0,AUBURN GRESHAM,48743.0,34767.0,0.009,0.978,0.003,0.001,1.6,24.2,16.5,15.0,42.3,20665.0,53.2,0.00036928379459614716
61,AUBURN GRESHAM,Healthcare,face_to_face,1,18.0,99.0,41.75740051,0.0,0.0,0.0,18.0,AUBURN GRESHAM,48743.0,34767.0,0.009,0.978,0.003,0.001,1.6,24.2,16.5,15.0,42.3,20665.0,53.2,0.00036928379459614716
62,AUBURN GRESHAM,Helping Your Community.,face_to_face,12,463.0,24.166666666666668,41.743936856666664,0.0,0.0,0.0,38.583333333333336,AUBURN GRESHAM,48743.0,34767.0,0.009,0.978,0.003,0.001,1.6,24.2,16.5,15.0,42.3,20665.0,53.2,0.009498799827667562
63,AUBURN GRESHAM,Music & Art.,face_to_face,286,131419.0,46.44755244755245,41.748434946293706,0.0,0.0,0.0,459.506993006993,AUBURN GRESHAM,48743.0,34767.0,0.009,0.978,0.003,0.001,1.6,24.2,16.5,15.0,42.3,20665.0,53.2,2.6961615001128365
64,AUBURN GRESHAM,Music & Art.,online,3,242.0,27.0,41.75737381,0.0,0.0,0.0,80.66666666666667,AUBURN GRESHAM,48743.0,34767.0,0.009,0.978,0.003,0.001,1.6,24.2,16.5,15.0,42.3,20665.0,53.2,0.004964815460681534
65,AUBURN GRESHAM,Nature.,face_to_face,4,0.0,99.0,41.7418508525,0.0,0.0,0.0,0.0,AUBURN GRESHAM,48743.0,34767.0,0.009,0.978,0.003,0.001,1.6,24.2,16.5,15.0,42.3,20665.0,53.2,0.0
66,AUBURN GRESHAM,Reading & Writing.,face_to_face,78,113732.0,22.94871794871795,41.75934028474359,0.0,0.0,0.0,1458.1025641025642,AUBURN GRESHAM,48743.0,34767.0,0.009,0.978,0.003,0.001,1.6,24.2,16.5,15.0,42.3,20665.0,53.2,2.3332991403893892
67,AUBURN GRESHAM,Reading & Writing.,online,1,18.0,99.0,,0.0,0.0,0.0,18.0,AUBURN GRESHAM,48743.0,34767.0,0.009,0.978,0.003,0.001,1.6,24.2,16.5,15.0,42.3,20665.0,53.2,0.00036928379459614716
68,AUBURN GRESHAM,Science ,face_to_face,16,400.0,28.875,41.756959674375,0.0,6.25,0.0,25.0,AUBURN GRESHAM,48743.0,34767.0,0.009,0.978,0.003,0.001,1.6,24.2,16.5,15.0,42.3,20665.0,53.2,0.008206306546581048
69,AUBURN GRESHAM,Social Studies ,face_to_face,3,99.0,45.0,41.75740051,0.0,0.0,0.0,33.0,AUBURN GRESHAM,48743.0,34767.0,0.009,0.978,0.003,0.001,1.6,24.2,16.5,15.0,42.3,20665.0,53.2,0.0020310608702788094
70,AUBURN GRESHAM,Social Studies ,online,1,18.0,99.0,,0.0,0.0,0.0,18.0,AUBURN GRESHAM,48743.0,34767.0,0.009,0.978,0.003,0.001,1.6,24.2,16.5,15.0,42.3,20665.0,53.2,0.00036928379459614716
71,AUBURN GRESHAM,Sports + Wellness.,face_to_face,289,4859.0,39.083044982698965,41.74242556778547,0.0,0.0,0.0,16.813148788927336,AUBURN GRESHAM,48743.0,34767.0,0.009,0.978,0.003,0.001,1.6,24.2,16.5,15.0,42.3,20665.0,53.2,0.09968610877459327
72,AUBURN GRESHAM,Sports + Wellness.,online,33,355.0,43.484848484848484,41.74139404,0.0,0.0,0.0,10.757575757575758,AUBURN GRESHAM,48743.0,34767.0,0.009,0.978,0.003,0.001,1.6,24.2,16.5,15.0,42.3,20665.0,53.2,0.0072830970600906795
73,AUBURN GRESHAM,Work + Career ,face_to_face,1,10.0,19.0,41.75040054,0.0,100.0,0.0,10.0,AUBURN GRESHAM,48743.0,34767.0,0.009,0.978,0.003,0.001,1.6,24.2,16.5,15.0,42.3,20665.0,53.2,0.0002051576636645262
74,AUSTIN,Academic Support,face_to_face,46,984.0,20.608695652173914,41.886350300434785,2.1739130434782608,0.0,0.0,21.391304347826086,AUSTIN,98514.0,32358.0,0.089,0.851,0.044,0.006,4.2,27.1,13.4,18.1,39.4,21385.0,56.1,0.009988428040684573
75,AUSTIN,Building & Fixing Things,face_to_face,4,0.0,58.5,41.891400335,0.0,0.0,0.0,0.0,AUSTIN,98514.0,32358.0,0.089,0.851,0.044,0.006,4.2,27.1,13.4,18.1,39.4,21385.0,56.1,0.0
76,AUSTIN,Computers.,face_to_face,15,2023.0,27.533333333333335,41.89261423666667,0.0,0.0,0.0,134.86666666666667,AUSTIN,98514.0,32358.0,0.089,0.851,0.044,0.006,4.2,27.1,13.4,18.1,39.4,21385.0,56.1,0.020535152364130987
77,AUSTIN,Customer/Human Service,face_to_face,1,0.0,21.0,41.87389374,0.0,0.0,0.0,0.0,AUSTIN,98514.0,32358.0,0.089,0.851,0.044,0.006,4.2,27.1,13.4,18.1,39.4,21385.0,56.1,0.0
78,AUSTIN,Digital Media.,face_to_face,10,68.0,20.1,41.890830232,0.0,0.0,0.0,6.8,AUSTIN,98514.0,32358.0,0.089,0.851,0.044,0.006,4.2,27.1,13.4,18.1,39.4,21385.0,56.1,0.0006902572223237306
79,AUSTIN,Digital Media.,online,1,0.0,24.0,,0.0,0.0,0.0,0.0,AUSTIN,98514.0,32358.0,0.089,0.851,0.044,0.006,4.2,27.1,13.4,18.1,39.4,21385.0,56.1,0.0
80,AUSTIN,Food.,face_to_face,40,1515.0,21.15,41.8936735165,2.5,0.0,0.0,37.875,AUSTIN,98514.0,32358.0,0.089,0.851,0.044,0.006,4.2,27.1,13.4,18.1,39.4,21385.0,56.1,0.015378524879712528
81,AUSTIN,Food.,online,1,10.0,13.0,41.91335678,0.0,0.0,0.0,10.0,AUSTIN,98514.0,32358.0,0.089,0.851,0.044,0.006,4.2,27.1,13.4,18.1,39.4,21385.0,56.1,0.00010150841504760745
82,AUSTIN,Healthcare,face_to_face,25,87.0,26.96,41.903560331200005,0.0,0.0,0.0,3.48,AUSTIN,98514.0,32358.0,0.089,0.851,0.044,0.006,4.2,27.1,13.4,18.1,39.4,21385.0,56.1,0.0008831232109141848
83,AUSTIN,Helping Your Community.,face_to_face,32,512.0,40.53125,41.886712433125,3.125,0.0,0.0,16.0,AUSTIN,98514.0,32358.0,0.089,0.851,0.044,0.006,4.2,27.1,13.4,18.1,39.4,21385.0,56.1,0.005197230850437501
84,AUSTIN,Helping Your Community.,online,3,60.0,14.333333333333334,41.88835907,0.0,0.0,0.0,20.0,AUSTIN,98514.0,32358.0,0.089,0.851,0.044,0.006,4.2,27.1,13.4,18.1,39.4,21385.0,56.1,0.0006090504902856446
85,AUSTIN,Managing Money.,face_to_face,1,18.0,99.0,41.89532089,0.0,0.0,0.0,18.0,AUSTIN,98514.0,32358.0,0.089,0.851,0.044,0.006,4.2,27.1,13.4,18.1,39.4,21385.0,56.1,0.0001827151470856934
86,AUSTIN,Music & Art.,face_to_face,489,1073405.0,57.719836400818,41.89195423840491,0.20449897750511248,0.0,0.0,2195.1022494887525,AUSTIN,98514.0,32358.0,0.089,0.851,0.044,0.006,4.2,27.1,13.4,18.1,39.4,21385.0,56.1,10.895964025417706
87,AUSTIN,Music & Art.,online,30,2308.0,40.733333333333334,41.88110456931034,0.0,0.0,0.0,76.93333333333334,AUSTIN,98514.0,32358.0,0.089,0.851,0.044,0.006,4.2,27.1,13.4,18.1,39.4,21385.0,56.1,0.0234281421929878
88,AUSTIN,Nature.,face_to_face,66,622.0,85.56060606060606,41.89039877727272,1.5151515151515151,0.0,0.0,9.424242424242424,AUSTIN,98514.0,32358.0,0.089,0.851,0.044,0.006,4.2,27.1,13.4,18.1,39.4,21385.0,56.1,0.0063138234159611836
89,AUSTIN,Performance.,face_to_face,22,580.0,52.45454545454545,41.88729008681818,0.0,0.0,0.0,26.363636363636363,AUSTIN,98514.0,32358.0,0.089,0.851,0.044,0.006,4.2,27.1,13.4,18.1,39.4,21385.0,56.1,0.005887488072761232
90,AUSTIN,Reading & Writing.,face_to_face,128,8995.0,59.59375,41.89745792734375,0.0,0.0,0.0,70.2734375,AUSTIN,98514.0,32358.0,0.089,0.851,0.044,0.006,4.2,27.1,13.4,18.1,39.4,21385.0,56.1,0.09130681933532289
91,AUSTIN,Reading & Writing.,online,4,95.0,6.0,41.88835907,0.0,0.0,0.0,23.75,AUSTIN,98514.0,32358.0,0.089,0.851,0.044,0.006,4.2,27.1,13.4,18.1,39.4,21385.0,56.1,0.0009643299429522707
92,AUSTIN,Science ,face_to_face,88,4679.0,90.54545454545455,41.90065778318182,0.0,1.1363636363636365,0.0,53.17045454545455,AUSTIN,98514.0,32358.0,0.089,0.851,0.044,0.006,4.2,27.1,13.4,18.1,39.4,21385.0,56.1,0.04749578740077552
93,AUSTIN,Social Studies ,face_to_face,5,83.0,42.4,41.88526764,0.0,0.0,0.0,16.6,AUSTIN,98514.0,32358.0,0.089,0.851,0.044,0.006,4.2,27.1,13.4,18.1,39.4,21385.0,56.1,0.0008425198448951418
94,AUSTIN,Sports + Wellness.,face_to_face,765,11845.0,36.48627450980392,41.89174395328104,0.0,0.0,0.0,15.483660130718954,AUSTIN,98514.0,32358.0,0.089,0.851,0.044,0.006,4.2,27.1,13.4,18.1,39.4,21385.0,56.1,0.12023671762389102
95,AUSTIN,Sports + Wellness.,online,94,1509.0,50.180851063829785,41.89164336107527,0.0,0.0,0.0,16.0531914893617,AUSTIN,98514.0,32358.0,0.089,0.851,0.044,0.006,4.2,27.1,13.4,18.1,39.4,21385.0,56.1,0.015317619830683964
96,AUSTIN,Teaching,face_to_face,1,200.0,23.0,41.89496613,100.0,0.0,0.0,200.0,AUSTIN,98514.0,32358.0,0.089,0.851,0.044,0.006,4.2,27.1,13.4,18.1,39.4,21385.0,56.1,0.0020301683009521488
97,AUSTIN,Work + Career ,face_to_face,11,447.0,49.54545454545455,41.88630364181818,0.0,9.090909090909092,0.0,40.63636363636363,AUSTIN,98514.0,32358.0,0.089,0.851,0.044,0.006,4.2,27.1,13.4,18.1,39.4,21385.0,56.1,0.004537426152628053
98,AUSTIN,Work + Career ,online,2,0.0,23.0,41.89484787,0.0,0.0,0.0,0.0,AUSTIN,98514.0,32358.0,0.089,0.851,0.044,0.006,4.2,27.1,13.4,18.1,39.4,21385.0,56.1,0.0
99,AVALON PARK,Academic Support,face_to_face,21,372.0,87.0,41.74594007142857,0.0,0.0,0.0,17.714285714285715,AVALON PARK,10185.0,46903.0,0.015,0.957,0.008,0.002,1.7,16.0,15.7,9.6,42.3,29198.0,46.1,0.03652430044182622
100,AVALON PARK,Building & Fixing Things,face_to_face,1,99.0,99.0,41.74629974,0.0,0.0,0.0,99.0,AVALON PARK,10185.0,46903.0,0.015,0.957,0.008,0.002,1.7,16.0,15.7,9.6,42.3,29198.0,46.1,0.009720176730486009
